"","id","sentiment"
"1",1,1
"2",2,3
"3",3,3
"4",4,3
"5",5,3
"6",6,2
"7",7,5
"8",8,5
"9",9,2
"10",10,1
"11",11,1
"12",12,1
"13",13,5
"14",14,3
"15",15,3
"16",16,5
"17",17,3
"18",18,3
"19",19,3
"20",20,3
"21",21,3
"22",22,3
"23",23,3
"24",24,3
"25",25,3
"26",26,3
"27",27,3
"28",28,3
"29",29,3
"30",30,3
"31",31,3
"32",32,3
"33",33,3
"34",34,3
"35",35,3
"36",36,3
"37",37,3
"38",38,3
"39",39,3
"40",40,3
"41",41,3
"42",42,3
"43",43,3
"44",44,3
"45",45,3
"46",46,3
"47",47,3
"48",48,3
"49",49,3
"50",50,3
"51",51,3
"52",52,3
"53",53,3
"54",54,3
"55",55,3
"56",56,3
"57",57,2
"58",58,2
"59",59,1
"60",60,2
"61",61,2
"62",62,2
"63",63,2
"64",64,1
"65",65,1
"66",66,1
"67",67,1
"68",68,2
"69",69,1
"70",70,1
"71",71,2
"72",72,3
"73",73,2
"74",74,3
"75",75,1
"76",76,1
"77",77,1
"78",78,2
"79",79,2
"80",80,2
"81",81,2
"82",82,1
"83",83,2
"84",84,2
"85",85,2
"86",86,2
"87",87,5
"88",88,3
"89",89,5
"90",90,3
"91",91,3
"92",92,5
"93",93,3
"94",94,3
"95",95,3
"96",96,5
"97",97,3
"98",98,1
"99",99,2
"100",100,2
"101",101,3
"102",102,3
"103",103,3
"104",104,3
"105",105,3
"106",106,3
"107",107,3
"108",108,3
"109",109,3
"110",110,3
"111",111,3
"112",112,3
"113",113,3
"114",114,3
"115",115,3
"116",116,3
"117",117,3
"118",118,3
"119",119,3
"120",120,3
"121",121,5
"122",122,3
"123",123,3
"124",124,3
"125",125,3
"126",126,3
"127",127,3
"128",128,3
"129",129,3
"130",130,3
"131",131,3
"132",132,3
"133",133,3
"134",134,3
"135",135,3
"136",136,3
"137",137,3
"138",138,3
"139",139,3
"140",140,3
"141",141,3
"142",142,3
"143",143,3
"144",144,3
"145",145,3
"146",146,3
"147",147,3
"148",148,3
"149",149,3
"150",150,3
"151",151,3
"152",152,3
"153",153,3
"154",154,3
"155",155,3
"156",156,3
"157",157,3
"158",158,3
"159",159,3
"160",160,3
"161",161,3
"162",162,3
"163",163,3
"164",164,3
"165",165,3
"166",166,3
"167",167,3
"168",168,3
"169",169,3
"170",170,3
"171",171,3
"172",172,3
"173",173,3
"174",174,3
"175",175,3
"176",176,3
"177",177,3
"178",178,3
"179",179,3
"180",180,3
"181",181,3
"182",182,3
"183",183,3
"184",184,3
"185",185,3
"186",186,3
"187",187,3
"188",188,3
"189",189,3
"190",190,3
"191",191,3
"192",192,3
"193",193,3
"194",194,3
"195",195,3
"196",196,3
"197",197,3
"198",198,3
"199",199,3
"200",200,3
"201",201,3
"202",202,3
"203",203,3
"204",204,3
"205",205,3
"206",206,3
"207",207,3
"208",208,3
"209",209,3
"210",210,3
"211",211,3
"212",212,3
"213",213,3
"214",214,3
"215",215,3
"216",216,3
"217",217,3
"218",218,3
"219",219,3
"220",220,3
"221",221,3
"222",222,3
"223",223,3
"224",224,3
"225",225,3
"226",226,3
"227",227,3
"228",228,1
"229",229,3
"230",230,3
"231",231,3
"232",232,3
"233",233,2
"234",234,3
"235",235,2
"236",236,3
"237",237,3
"238",238,3
"239",239,2
"240",240,3
"241",241,2
"242",242,2
"243",243,2
"244",244,3
"245",245,3
"246",246,3
"247",247,3
"248",248,3
"249",249,5
"250",250,3
"251",251,3
"252",252,3
"253",253,3
"254",254,3
"255",255,2
"256",256,3
"257",257,2
"258",258,3
"259",259,5
"260",260,3
"261",261,3
"262",262,3
"263",263,3
"264",264,3
"265",265,3
"266",266,3
"267",267,3
"268",268,3
"269",269,3
"270",270,3
"271",271,3
"272",272,2
"273",273,3
"274",274,3
"275",275,2
"276",276,1
"277",277,2
"278",278,2
"279",279,3
"280",280,1
"281",281,3
"282",282,1
"283",283,1
"284",284,2
"285",285,1
"286",286,3
"287",287,1
"288",288,2
"289",289,1
"290",290,1
"291",291,2
"292",292,1
"293",293,1
"294",294,1
"295",295,2
"296",296,1
"297",297,1
"298",298,1
"299",299,2
"300",300,2
"301",301,1
"302",302,2
"303",303,2
"304",304,2
"305",305,1
"306",306,1
"307",307,2
"308",308,2
"309",309,2
"310",310,1
"311",311,1
"312",312,1
"313",313,1
"314",314,3
"315",315,1
"316",316,1
"317",317,3
"318",318,1
"319",319,2
"320",320,3
"321",321,1
"322",322,1
"323",323,1
"324",324,1
"325",325,1
"326",326,2
"327",327,2
"328",328,1
"329",329,1
"330",330,1
"331",331,2
"332",332,1
"333",333,1
"334",334,1
"335",335,2
"336",336,2
"337",337,1
"338",338,1
"339",339,1
"340",340,1
"341",341,2
"342",342,2
"343",343,1
"344",344,1
"345",345,1
"346",346,1
"347",347,2
"348",348,3
"349",349,2
"350",350,1
"351",351,1
"352",352,3
"353",353,1
"354",354,1
"355",355,1
"356",356,2
"357",357,2
"358",358,2
"359",359,2
"360",360,1
"361",361,2
"362",362,1
"363",363,1
"364",364,1
"365",365,3
"366",366,2
"367",367,1
"368",368,3
"369",369,3
"370",370,1
"371",371,2
"372",372,2
"373",373,2
"374",374,2
"375",375,1
"376",376,1
"377",377,1
"378",378,3
"379",379,1
"380",380,2
"381",381,2
"382",382,5
"383",383,5
"384",384,3
"385",385,3
"386",386,3
"387",387,5
"388",388,3
"389",389,3
"390",390,5
"391",391,3
"392",392,3
"393",393,3
"394",394,5
"395",395,5
"396",396,3
"397",397,3
"398",398,3
"399",399,3
"400",400,3
"401",401,3
"402",402,3
"403",403,5
"404",404,3
"405",405,3
"406",406,3
"407",407,3
"408",408,3
"409",409,3
"410",410,5
"411",411,5
"412",412,3
"413",413,3
"414",414,3
"415",415,3
"416",416,3
"417",417,3
"418",418,5
"419",419,3
"420",420,2
"421",421,3
"422",422,3
"423",423,3
"424",424,3
"425",425,3
"426",426,4
"427",427,3
"428",428,3
"429",429,3
"430",430,3
"431",431,3
"432",432,3
"433",433,3
"434",434,3
"435",435,3
"436",436,3
"437",437,3
"438",438,5
"439",439,3
"440",440,3
"441",441,3
"442",442,3
"443",443,3
"444",444,3
"445",445,3
"446",446,3
"447",447,3
"448",448,5
"449",449,3
"450",450,5
"451",451,5
"452",452,5
"453",453,1
"454",454,3
"455",455,1
"456",456,3
"457",457,1
"458",458,3
"459",459,3
"460",460,3
"461",461,3
"462",462,3
"463",463,3
"464",464,3
"465",465,3
"466",466,3
"467",467,3
"468",468,3
"469",469,3
"470",470,3
"471",471,3
"472",472,3
"473",473,3
"474",474,3
"475",475,3
"476",476,3
"477",477,3
"478",478,3
"479",479,3
"480",480,1
"481",481,3
"482",482,3
"483",483,3
"484",484,2
"485",485,3
"486",486,3
"487",487,3
"488",488,3
"489",489,3
"490",490,3
"491",491,3
"492",492,3
"493",493,3
"494",494,3
"495",495,3
"496",496,3
"497",497,3
"498",498,3
"499",499,3
"500",500,3
"501",501,3
"502",502,3
"503",503,3
"504",504,3
"505",505,3
"506",506,3
"507",507,3
"508",508,3
"509",509,3
"510",510,3
"511",511,3
"512",512,3
"513",513,3
"514",514,3
"515",515,3
"516",516,3
"517",517,3
"518",518,3
"519",519,3
"520",520,3
"521",521,3
"522",522,3
"523",523,3
"524",524,3
"525",525,3
"526",526,3
"527",527,3
"528",528,3
"529",529,3
"530",530,3
"531",531,3
"532",532,3
"533",533,3
"534",534,3
"535",535,3
"536",536,3
"537",537,3
"538",538,3
"539",539,3
"540",540,3
"541",541,3
"542",542,3
"543",543,3
"544",544,3
"545",545,3
"546",546,3
"547",547,3
"548",548,3
"549",549,3
"550",550,3
"551",551,3
"552",552,3
"553",553,3
"554",554,3
"555",555,3
"556",556,3
"557",557,3
"558",558,3
"559",559,3
"560",560,2
"561",561,3
"562",562,3
"563",563,3
"564",564,3
"565",565,3
"566",566,3
"567",567,3
"568",568,3
"569",569,3
"570",570,3
"571",571,3
"572",572,1
"573",573,3
"574",574,3
"575",575,3
"576",576,3
"577",577,3
"578",578,3
"579",579,3
"580",580,3
"581",581,2
"582",582,3
"583",583,3
"584",584,3
"585",585,3
"586",586,3
"587",587,3
"588",588,3
"589",589,3
"590",590,3
"591",591,3
"592",592,3
"593",593,3
"594",594,3
"595",595,3
"596",596,3
"597",597,3
"598",598,3
"599",599,3
"600",600,3
"601",601,3
"602",602,3
"603",603,3
"604",604,3
"605",605,3
"606",606,3
"607",607,3
"608",608,3
"609",609,3
"610",610,3
"611",611,3
"612",612,3
"613",613,3
"614",614,3
"615",615,3
"616",616,3
"617",617,3
"618",618,3
"619",619,3
"620",620,3
"621",621,3
"622",622,3
"623",623,3
"624",624,3
"625",625,3
"626",626,3
"627",627,3
"628",628,3
"629",629,3
"630",630,3
"631",631,3
"632",632,3
"633",633,3
"634",634,3
"635",635,3
"636",636,3
"637",637,3
"638",638,3
"639",639,3
"640",640,3
"641",641,3
"642",642,3
"643",643,3
"644",644,3
"645",645,3
"646",646,3
"647",647,3
"648",648,3
"649",649,3
"650",650,3
"651",651,3
"652",652,3
"653",653,3
"654",654,3
"655",655,3
"656",656,3
"657",657,3
"658",658,3
"659",659,3
"660",660,3
"661",661,3
"662",662,3
"663",663,3
"664",664,3
"665",665,3
"666",666,3
"667",667,3
"668",668,3
"669",669,3
"670",670,3
"671",671,3
"672",672,3
"673",673,3
"674",674,3
"675",675,3
"676",676,3
"677",677,3
"678",678,3
"679",679,3
"680",680,3
"681",681,3
"682",682,3
"683",683,3
"684",684,3
"685",685,3
"686",686,3
"687",687,3
"688",688,3
"689",689,2
"690",690,3
"691",691,3
"692",692,3
"693",693,3
"694",694,3
"695",695,3
"696",696,3
"697",697,3
"698",698,3
"699",699,3
"700",700,3
"701",701,3
"702",702,3
"703",703,3
"704",704,3
"705",705,3
"706",706,3
"707",707,3
"708",708,3
"709",709,3
"710",710,3
"711",711,3
"712",712,3
"713",713,3
"714",714,3
"715",715,3
"716",716,3
"717",717,3
"718",718,3
"719",719,3
"720",720,3
"721",721,3
"722",722,3
"723",723,3
"724",724,3
"725",725,3
"726",726,3
"727",727,3
"728",728,3
"729",729,3
"730",730,3
"731",731,3
"732",732,3
"733",733,3
"734",734,3
"735",735,3
"736",736,3
"737",737,3
"738",738,3
"739",739,3
"740",740,3
"741",741,3
"742",742,3
"743",743,3
"744",744,3
"745",745,3
"746",746,3
"747",747,3
"748",748,3
"749",749,3
"750",750,2
"751",751,3
"752",752,3
"753",753,3
"754",754,3
"755",755,3
"756",756,3
"757",757,3
"758",758,3
"759",759,3
"760",760,3
"761",761,3
"762",762,3
"763",763,3
"764",764,3
"765",765,3
"766",766,3
"767",767,3
"768",768,3
"769",769,3
"770",770,3
"771",771,3
"772",772,3
"773",773,3
"774",774,3
"775",775,3
"776",776,3
"777",777,3
"778",778,3
"779",779,3
"780",780,3
"781",781,3
"782",782,3
"783",783,3
"784",784,3
"785",785,3
"786",786,3
"787",787,3
"788",788,3
"789",789,3
"790",790,3
"791",791,3
"792",792,3
"793",793,3
"794",794,3
"795",795,3
"796",796,3
"797",797,3
"798",798,3
"799",799,3
"800",800,3
"801",801,3
"802",802,3
"803",803,3
"804",804,3
"805",805,3
"806",806,3
"807",807,3
"808",808,3
"809",809,3
"810",810,3
"811",811,3
"812",812,3
"813",813,3
"814",814,3
"815",815,3
"816",816,3
"817",817,3
"818",818,3
"819",819,3
"820",820,3
"821",821,3
"822",822,3
"823",823,3
"824",824,3
"825",825,3
"826",826,3
"827",827,3
"828",828,3
"829",829,3
"830",830,3
"831",831,3
"832",832,3
"833",833,3
"834",834,3
"835",835,3
"836",836,3
"837",837,3
"838",838,2
"839",839,3
"840",840,3
"841",841,3
"842",842,3
"843",843,3
"844",844,3
"845",845,3
"846",846,3
"847",847,3
"848",848,3
"849",849,3
"850",850,3
"851",851,3
"852",852,3
"853",853,3
"854",854,3
"855",855,3
"856",856,3
"857",857,3
"858",858,3
"859",859,3
"860",860,3
"861",861,3
"862",862,3
"863",863,3
"864",864,3
"865",865,3
"866",866,3
"867",867,3
"868",868,3
"869",869,3
"870",870,3
"871",871,3
"872",872,3
"873",873,3
"874",874,3
"875",875,3
"876",876,3
"877",877,3
"878",878,3
"879",879,3
"880",880,3
"881",881,2
"882",882,2
"883",883,1
"884",884,2
"885",885,2
"886",886,1
"887",887,1
"888",888,1
"889",889,1
"890",890,1
"891",891,2
"892",892,2
"893",893,2
"894",894,1
"895",895,1
"896",896,3
"897",897,3
"898",898,3
"899",899,3
"900",900,3
"901",901,3
"902",902,3
"903",903,3
"904",904,3
"905",905,3
"906",906,3
"907",907,3
"908",908,3
"909",909,3
"910",910,3
"911",911,3
"912",912,3
"913",913,3
"914",914,3
"915",915,3
"916",916,3
"917",917,3
"918",918,3
"919",919,3
"920",920,3
"921",921,3
"922",922,3
"923",923,3
"924",924,3
"925",925,3
"926",926,3
"927",927,3
"928",928,3
"929",929,3
"930",930,3
"931",931,3
"932",932,3
"933",933,3
"934",934,3
"935",935,3
"936",936,3
"937",937,3
"938",938,3
"939",939,3
"940",940,3
"941",941,3
"942",942,3
"943",943,3
"944",944,3
"945",945,3
"946",946,3
"947",947,3
"948",948,3
"949",949,3
"950",950,3
"951",951,3
"952",952,3
"953",953,3
"954",954,3
"955",955,3
"956",956,3
"957",957,3
"958",958,3
"959",959,3
"960",960,3
"961",961,3
"962",962,3
"963",963,3
"964",964,3
"965",965,2
"966",966,1
"967",967,2
"968",968,3
"969",969,3
"970",970,3
"971",971,3
"972",972,3
"973",973,3
"974",974,3
"975",975,3
"976",976,3
"977",977,3
"978",978,3
"979",979,3
